Year (year),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),Crop Name (crop_name),Crop Code (crop_code),Crop Type (crop_type),Season (season),Area (area),Area Unit (area_unit),Production (production),Production Unit (production_unit),Yield (yield),Yield Unit (yield_unit)
"2022-2023","Bihar","10","Nalanda","209","Coriander","509.0","Spices","Whole Year",937,"Hectare",844,"Tonnes",0.901,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Dry Chillies","502.0","Spices","Rabi",37,"Hectare",76,"Tonnes",2.054,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Garlic","508.0","Spices","Whole Year",45,"Hectare",70,"Tonnes",1.556,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Gram","201.0","Pulses","Rabi",4448,"Hectare",5213,"Tonnes",1.172,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Groundnut","1001.0","Oilseeds","Kharif",10,"Hectare",10,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Khesari","521.0","Spices","Rabi",2781,"Hectare",3379,"Tonnes",1.215,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Maize","104.0","Cereals","Autumn",1518,"Hectare",5467,"Tonnes",3.601,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Maize","104.0","Cereals","Rabi",1116,"Hectare",7030,"Tonnes",6.299,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Maize","104.0","Cereals","Summer",2647,"Hectare",15592,"Tonnes",5.89,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Maize","104.0","Cereals","Total",5281,"Hectare",28089,"Tonnes",5.319,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Masoor","205.0","Pulses","Rabi",10589,"Hectare",15153,"Tonnes",1.431,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Moong(Green Gram)","204.0","Pulses","Kharif",1245,"Hectare",1135,"Tonnes",0.912,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Moong(Green Gram)","204.0","Pulses","Summer",1739,"Hectare",1897,"Tonnes",1.091,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Moong(Green Gram)","204.0","Pulses","Total",2984,"Hectare",3032,"Tonnes",1.016,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Onion","708.0","Vegetable","Rabi",1487,"Hectare",28075,"Tonnes",18.88,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Peas & Beans (Pulses)","213.0","Pulses","Rabi",790,"Hectare",837,"Tonnes",1.059,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Potato","701.0","Vegetable","Rabi",3249,"Hectare",98545,"Tonnes",30.331,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Potato","701.0","Vegetable","Total",4423,"Hectare",113536,"Tonnes",25.669,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Potato","701.0","Vegetable","Winter",1174,"Hectare",14991,"Tonnes",12.769,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",3122,"Hectare",3693,"Tonnes",1.183,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Rice","101.0","Cereals","Winter",108086,"Hectare",328373,"Tonnes",3.038,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Sannhamp","1104.0","Fiber Crops","Kharif",1,"Hectare",1,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Small Millets","108.0","Cereals","Kharif",1,"Hectare",1,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Sugarcane","401.0","Sugar","Whole Year",8,"Hectare",589,"Tonnes",73.625,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Sunflower","1007.0","Oilseeds","Rabi",80,"Hectare",115,"Tonnes",1.438,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nalanda","209","Wheat","106.0","Cereals","Rabi",83982,"Hectare",288668,"Tonnes",3.437,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Arhar/Tur","202.0","Pulses","Kharif",1011,"Hectare",2016,"Tonnes",1.994,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Gram","201.0","Pulses","Rabi",1886,"Hectare",1958,"Tonnes",1.038,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Groundnut","1001.0","Oilseeds","Kharif",598,"Hectare",611,"Tonnes",1.022,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Horse-Gram","206.0","Pulses","Kharif",142,"Hectare",140,"Tonnes",0.986,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Linseed","1005.0","Oilseeds","Rabi",154,"Hectare",133,"Tonnes",0.864,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Maize","104.0","Cereals","Autumn",240,"Hectare",557,"Tonnes",2.321,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Maize","104.0","Cereals","Summer",327,"Hectare",1937,"Tonnes",5.924,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Maize","104.0","Cereals","Total",567,"Hectare",2494,"Tonnes",4.399,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Masoor","205.0","Pulses","Rabi",3176,"Hectare",2598,"Tonnes",0.818,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Moong(Green Gram)","204.0","Pulses","Kharif",201,"Hectare",169,"Tonnes",0.841,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Moong(Green Gram)","204.0","Pulses","Summer",1500,"Hectare",1298,"Tonnes",0.865,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Moong(Green Gram)","204.0","Pulses","Total",1701,"Hectare",1467,"Tonnes",0.862,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Other Kharif Pulses","288.0","Pulses","Kharif",398,"Hectare",310,"Tonnes",0.779,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Peas & Beans (Pulses)","213.0","Pulses","Rabi",143,"Hectare",131,"Tonnes",0.916,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Potato","701.0","Vegetable","Rabi",405,"Hectare",8564,"Tonnes",21.146,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Potato","701.0","Vegetable","Total",1761,"Hectare",46769,"Tonnes",26.558,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Potato","701.0","Vegetable","Winter",1356,"Hectare",38205,"Tonnes",28.175,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Ragi","105.0","Cereals","Kharif",119,"Hectare",119,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",443,"Hectare",366,"Tonnes",0.826,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Rice","101.0","Cereals","Winter",67141,"Hectare",215187,"Tonnes",3.205,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Sannhamp","1104.0","Fiber Crops","Kharif",39,"Hectare",33,"Tonnes",0.846,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Sesamum","1003.0","Oilseeds","Kharif",103,"Hectare",97,"Tonnes",0.942,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Small Millets","108.0","Cereals","Kharif",69,"Hectare",52,"Tonnes",0.754,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Sunflower","1007.0","Oilseeds","Rabi",20,"Hectare",29,"Tonnes",1.45,"Tonnes/Hectare"
"2022-2023","Bihar","10","Nawada","210","Wheat","106.0","Cereals","Rabi",50941,"Hectare",152642,"Tonnes",2.996,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Arhar/Tur","202.0","Pulses","Kharif",106,"Hectare",173,"Tonnes",1.632,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Coriander","509.0","Spices","Whole Year",46,"Hectare",42,"Tonnes",0.913,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Dry Chillies","502.0","Spices","Rabi",2,"Hectare",2,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Garlic","508.0","Spices","Whole Year",71,"Hectare",111,"Tonnes",1.563,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Ginger","503.0","Spices","Whole Year",6,"Hectare",11,"Tonnes",1.833,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Gram","201.0","Pulses","Rabi",6,"Hectare",6,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Groundnut","1001.0","Oilseeds","Kharif",43,"Hectare",44,"Tonnes",1.023,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Linseed","1005.0","Oilseeds","Rabi",187,"Hectare",160,"Tonnes",0.856,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Maize","104.0","Cereals","Autumn",263,"Hectare",264,"Tonnes",1.004,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Maize","104.0","Cereals","Rabi",1372,"Hectare",8701,"Tonnes",6.342,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Maize","104.0","Cereals","Summer",1052,"Hectare",4806,"Tonnes",4.568,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Maize","104.0","Cereals","Total",2687,"Hectare",13771,"Tonnes",5.125,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Masoor","205.0","Pulses","Rabi",7907,"Hectare",8010,"Tonnes",1.013,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Moong(Green Gram)","204.0","Pulses","Summer",150,"Hectare",171,"Tonnes",1.14,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Onion","708.0","Vegetable","Rabi",601,"Hectare",9221,"Tonnes",15.343,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Other Kharif Pulses","288.0","Pulses","Kharif",56,"Hectare",46,"Tonnes",0.821,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Other Rabi Pulses","288.0","Pulses","Rabi",53,"Hectare",53,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Peas & Beans (Pulses)","213.0","Pulses","Rabi",124,"Hectare",119,"Tonnes",0.96,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Potato","701.0","Vegetable","Rabi",2825,"Hectare",49491,"Tonnes",17.519,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Potato","701.0","Vegetable","Total",5355,"Hectare",75520,"Tonnes",14.103,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Potato","701.0","Vegetable","Winter",2530,"Hectare",26029,"Tonnes",10.288,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",3324,"Hectare",5465,"Tonnes",1.644,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Rice","101.0","Cereals","Autumn",24207,"Hectare",52243,"Tonnes",2.158,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Rice","101.0","Cereals","Total",128589,"Hectare",301859,"Tonnes",2.347,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Rice","101.0","Cereals","Winter",104382,"Hectare",249616,"Tonnes",2.391,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Sesamum","1003.0","Oilseeds","Kharif",7,"Hectare",6,"Tonnes",0.857,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Sugarcane","401.0","Sugar","Whole Year",145645,"Hectare",9743068,"Tonnes",66.896,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Sunflower","1007.0","Oilseeds","Rabi",4,"Hectare",6,"Tonnes",1.5,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Turmeric","504.0","Spices","Whole Year",236,"Hectare",270,"Tonnes",1.144,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Urad","203.0","Pulses","Kharif",37,"Hectare",34,"Tonnes",0.919,"Tonnes/Hectare"
"2022-2023","Bihar","10","Pashchim Champaran","211","Wheat","106.0","Cereals","Rabi",68418,"Hectare",207415,"Tonnes",3.032,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Arhar/Tur","202.0","Pulses","Kharif",796,"Hectare",1111,"Tonnes",1.396,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Barley","107.0","Cereals","Rabi",117,"Hectare",258,"Tonnes",2.205,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Coriander","509.0","Spices","Whole Year",488,"Hectare",445,"Tonnes",0.912,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Dry Chillies","502.0","Spices","Rabi",9,"Hectare",18,"Tonnes",2,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Gram","201.0","Pulses","Rabi",6370,"Hectare",7319,"Tonnes",1.149,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Jowar","102.0","Cereals","Kharif",5,"Hectare",5,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Khesari","521.0","Spices","Rabi",9063,"Hectare",10042,"Tonnes",1.108,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Linseed","1005.0","Oilseeds","Rabi",21,"Hectare",18,"Tonnes",0.857,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Maize","104.0","Cereals","Autumn",4540,"Hectare",10669,"Tonnes",2.35,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Maize","104.0","Cereals","Rabi",614,"Hectare",3123,"Tonnes",5.086,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Maize","104.0","Cereals","Summer",1507,"Hectare",5172,"Tonnes",3.432,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Maize","104.0","Cereals","Total",6661,"Hectare",18964,"Tonnes",2.847,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Masoor","205.0","Pulses","Rabi",29434,"Hectare",39618,"Tonnes",1.346,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Moong(Green Gram)","204.0","Pulses","Summer",557,"Hectare",372,"Tonnes",0.668,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Onion","708.0","Vegetable","Rabi",1590,"Hectare",27792,"Tonnes",17.479,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Peas & Beans (Pulses)","213.0","Pulses","Rabi",1935,"Hectare",2051,"Tonnes",1.06,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Potato","701.0","Vegetable","Rabi",3867,"Hectare",52382,"Tonnes",13.546,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Potato","701.0","Vegetable","Total",5807,"Hectare",78504,"Tonnes",13.519,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Potato","701.0","Vegetable","Winter",1940,"Hectare",26122,"Tonnes",13.465,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",4150,"Hectare",3594,"Tonnes",0.866,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Rice","101.0","Cereals","Autumn",12,"Hectare",23,"Tonnes",1.917,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Rice","101.0","Cereals","Summer",33,"Hectare",68,"Tonnes",2.061,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Rice","101.0","Cereals","Total",64744,"Hectare",209766,"Tonnes",3.24,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Rice","101.0","Cereals","Winter",64699,"Hectare",209675,"Tonnes",3.241,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Sugarcane","401.0","Sugar","Whole Year",35,"Hectare",2577,"Tonnes",73.629,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Sunflower","1007.0","Oilseeds","Rabi",23,"Hectare",45,"Tonnes",1.957,"Tonnes/Hectare"
"2022-2023","Bihar","10","Patna","212","Wheat","106.0","Cereals","Rabi",69759,"Hectare",245629,"Tonnes",3.521,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Arhar/Tur","202.0","Pulses","Kharif",1380,"Hectare",2211,"Tonnes",1.602,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Dry Chillies","502.0","Spices","Rabi",26,"Hectare",26,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Garlic","508.0","Spices","Whole Year",3,"Hectare",5,"Tonnes",1.667,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Khesari","521.0","Spices","Rabi",1053,"Hectare",881,"Tonnes",0.837,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Linseed","1005.0","Oilseeds","Rabi",30,"Hectare",26,"Tonnes",0.867,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Maize","104.0","Cereals","Autumn",28957,"Hectare",98844,"Tonnes",3.413,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Maize","104.0","Cereals","Rabi",4533,"Hectare",21069,"Tonnes",4.648,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Maize","104.0","Cereals","Summer",3466,"Hectare",15478,"Tonnes",4.466,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Maize","104.0","Cereals","Total",36956,"Hectare",135391,"Tonnes",3.664,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Masoor","205.0","Pulses","Rabi",4675,"Hectare",4511,"Tonnes",0.965,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Moong(Green Gram)","204.0","Pulses","Kharif",9,"Hectare",6,"Tonnes",0.667,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Moong(Green Gram)","204.0","Pulses","Summer",1094,"Hectare",1128,"Tonnes",1.031,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Moong(Green Gram)","204.0","Pulses","Total",1103,"Hectare",1134,"Tonnes",1.028,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Onion","708.0","Vegetable","Rabi",731,"Hectare",11167,"Tonnes",15.276,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Peas & Beans (Pulses)","213.0","Pulses","Rabi",34,"Hectare",33,"Tonnes",0.971,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Potato","701.0","Vegetable","Rabi",3209,"Hectare",62482,"Tonnes",19.471,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Potato","701.0","Vegetable","Total",9350,"Hectare",176367,"Tonnes",18.863,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Potato","701.0","Vegetable","Winter",6141,"Hectare",113885,"Tonnes",18.545,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",2057,"Hectare",2427,"Tonnes",1.18,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Rice","101.0","Cereals","Autumn",106212,"Hectare",196186,"Tonnes",1.847,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Rice","101.0","Cereals","Total",201733,"Hectare",371816,"Tonnes",1.843,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Rice","101.0","Cereals","Winter",95521,"Hectare",175630,"Tonnes",1.839,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Sugarcane","401.0","Sugar","Whole Year",20112,"Hectare",1628118,"Tonnes",80.953,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Sunflower","1007.0","Oilseeds","Rabi",11,"Hectare",14,"Tonnes",1.273,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purbi Champaran","213","Wheat","106.0","Cereals","Rabi",118649,"Hectare",292400,"Tonnes",2.464,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Dry Chillies","502.0","Spices","Rabi",58,"Hectare",44,"Tonnes",0.759,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Groundnut","1001.0","Oilseeds","Kharif",13,"Hectare",13,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Horse-Gram","206.0","Pulses","Kharif",40,"Hectare",37,"Tonnes",0.925,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Jute","1102.0","Fiber Crops","Kharif",1158,"Hectare",16255.56,"Tonnes",14.038,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Linseed","1005.0","Oilseeds","Rabi",13,"Hectare",11,"Tonnes",0.846,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Maize","104.0","Cereals","Autumn",393,"Hectare",1499,"Tonnes",3.814,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Maize","104.0","Cereals","Rabi",48598,"Hectare",457404,"Tonnes",9.412,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Maize","104.0","Cereals","Summer",655,"Hectare",3904,"Tonnes",5.96,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Maize","104.0","Cereals","Total",49646,"Hectare",462807,"Tonnes",9.322,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Masoor","205.0","Pulses","Rabi",457,"Hectare",580,"Tonnes",1.269,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Moong(Green Gram)","204.0","Pulses","Kharif",259,"Hectare",151,"Tonnes",0.583,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Moong(Green Gram)","204.0","Pulses","Summer",470,"Hectare",591,"Tonnes",1.257,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Moong(Green Gram)","204.0","Pulses","Total",729,"Hectare",742,"Tonnes",1.018,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Onion","708.0","Vegetable","Rabi",58,"Hectare",344,"Tonnes",5.931,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Peas & Beans (Pulses)","213.0","Pulses","Rabi",11,"Hectare",11,"Tonnes",1,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Potato","701.0","Vegetable","Rabi",392,"Hectare",8096,"Tonnes",20.653,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Potato","701.0","Vegetable","Total",7458,"Hectare",179171,"Tonnes",24.024,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Potato","701.0","Vegetable","Winter",7066,"Hectare",171075,"Tonnes",24.211,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Rapeseed &Mustard","1004.0","Oilseeds","Rabi",383,"Hectare",478,"Tonnes",1.248,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Rice","101.0","Cereals","Summer",498,"Hectare",1102,"Tonnes",2.213,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Rice","101.0","Cereals","Total",57565,"Hectare",125312,"Tonnes",2.177,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Rice","101.0","Cereals","Winter",57067,"Hectare",124210,"Tonnes",2.177,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Sesamum","1003.0","Oilseeds","Kharif",5,"Hectare",4,"Tonnes",0.8,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Sugarcane","401.0","Sugar","Whole Year",11,"Hectare",759,"Tonnes",69,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Sunflower","1007.0","Oilseeds","Rabi",23,"Hectare",34,"Tonnes",1.478,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Urad","203.0","Pulses","Kharif",21,"Hectare",19,"Tonnes",0.905,"Tonnes/Hectare"
"2022-2023","Bihar","10","Purnia","214","Wheat","106.0","Cereals","Rabi",10421,"Hectare",32080,"Tonnes",3.078,"Tonnes/Hectare"
"2022-2023","Bihar","10","Rohtas","215","Arhar/Tur","202.0","Pulses","Kharif",10,"Hectare",14,"Tonnes",1.4,"Tonnes/Hectare"
"2022-2023","Bihar","10","Rohtas","215","Barley","107.0","Cereals","Rabi",40,"Hectare",81,"Tonnes",2.025,"Tonnes/Hectare"
